TIMESTAMP,UI_FIELD,API_ENDPOINT,BACKEND_FUNCTION,SOURCE,PROVIDER,SOURCE_URL,VALUE,UNIT,SOURCE_TIMESTAMP,INGESTED_AT,STORED_AT,SERVED_AT,FRESHNESS_SECONDS,CACHE_STATUS,DATA_CLASS,LIVE_CONTRIBUTION,FALLBACK_PROVIDER,USED_IN_CRI,USED_IN_PAHAD,USED_IN_MAP,RUNTIME_EVIDENCE,CONFIDENCE,NOTES
2026-09-16T17:30:00Z,ev-soil,/api/ml/latest-risk,app.py:get_ml_latest_risk(),"Geological Survey of India (GSI) 1:50,000 Lithology Map",Geological Survey of India (GSI),engine/corridor_registry.py & static_terrain DB table,Silty Sand with Weathered Schist,Lithological Classification,2020-01-01T00:00:00Z,2026-01-01T00:00:00Z,static_terrain DB table / corridor_registry.py,2026-09-16T17:30:00Z,Static,STATIC_FILE,HISTORICAL,ZERO,Colluvial debris default,YES,YES,NO,Fetched from static_terrain table column soil_type.,HIGH,Provides cohesion (c'=18.5 kPa) and friction angle (phi'=28.0°) parameters.
2026-09-16T17:30:00Z,card-prov-label,/api/ml/latest-risk & /api/pahad/predict-event,app.py:get_ml_latest_risk() / engine/pahad_models.py,PARVAT NETRA Strict Provenance Enforcement Engine,PARVAT NETRA Quality Assurance Engine,app.py:2445; engine/pahad_models.py:180,[LIVE / DETERMINISTIC],Provenance Badge Tag,2026-09-16T17:30:00Z,2026-09-16T17:30:00Z,Computed at payload generation,2026-09-16T17:30:00Z,0,DYNAMIC_CALCULATION,DERIVED,ZERO,[HISTORICAL / FALLBACK],NO,YES,NO,"app.py dynamically tags data_provenance as [LIVE], [LIVE / DETERMINISTIC], or [SIMULATED].",HIGH,Enforces SIH-grade data honesty protocol.
2026-09-16T17:30:00Z,card-qual-label,/api/pahad/predict-event,engine/pahad_event_model.py:get_model_status(),PAHAD Model Metadata Registry,PAHAD Model Registry,models/pahad_event_model.metadata.json,TRAINED_LIMITED_DATA,Lifecycle Status Enum,2026-09-16T14:14:00Z,Offline Training,models/pahad_event_model.metadata.json,2026-09-16T17:30:00Z,Static,STATIC_FILE,STATIC_PREDEFINED,ZERO,INSUFFICIENT_DATA,NO,YES,NO,engine/pahad_event_model.py reads status field from metadata json.,HIGH,Reflects N=17 documented historical landslide events.
2026-09-16T17:30:00Z,pahad-plain-explanation,/api/pahad/explanation/<sectorId>,engine/pahad_explanation_engine.py:generate_plain_explanation(),Deterministic Multimodal Explainability Synthesizer,PAHAD Explainability Engine,engine/pahad_explanation_engine.py:45-120,Rainfall of 68.4mm exceeds 72h threshold; pore pressure reached 28.4 kPa; Mohr-Coulomb FoS is 0.745 indicating limit-state equilibrium failure.,English / Local Language Text,2026-09-16T17:30:00Z,2026-09-16T17:30:00Z,Computed dynamically at request evaluation,2026-09-16T17:30:00Z,0,DYNAMIC_CALCULATION,DERIVED,PARTIAL,Static fallback explanation template,NO,YES,NO,"engine/pahad_explanation_engine.py concatenates rule-based findings based on FoS, rainfall intensity, and sensor telemetry.",HIGH,Operational explainability breakdown explaining 'Why'.
2026-09-16T17:30:00Z,card-action,/api/defense/bro-swastik-sop,services/bro_sop_service.py:get_sop_recommendation(),Border Roads Organisation (Project Swastik 758/764 BRTF) Doctrine,BRO Standard Operating Procedures Catalog,services/bro_sop_service.py:30-85,STAGE JCB/EXCAVATORS AT KM 42 STAGING AREA; RESTRICT HEAVY VEHICLE MOVEMENTS,Tactical SOP Directive,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,services/bro_sop_service.py,2026-09-16T17:30:00Z,Static,STATIC_FILE,STATIC_PREDEFINED,ZERO,General defense caution directive,NO,NO,NO,services/bro_sop_service.py maps CRI band and slope failure mode to predefined defense protocols.,HIGH,Pre-approved defense civil engineering response action.
2026-09-16T17:30:00Z,btn-auth,/api/decisions/authorize,app.py:authorize_decision(),Emergency Operations Center (EOC) Incident Command Protocol,Disaster Management Act 2005 Decision Audit State Machine,app.py:1820-1890,AUTHORIZED_BY_EOC_MAGISTRATE_REF_20260916_01,Audit Authorization Token,2026-09-16T17:30:00Z,2026-09-16T17:30:00Z,data/observations/incident_command.db & in-memory session,2026-09-16T17:30:00Z,0,DYNAMIC_CALCULATION,DERIVED,ZERO,None,NO,NO,NO,app.py logs authorized state transition into SQLite database with timestamp and officer ID.,HIGH,Implements human-in-the-loop statutory gate before public sirens or alerts.
2026-09-16T17:30:00Z,btn-issue-alert,/api/alerts/broadcast-trigger,services/public_warning_service.py:broadcast_warning(),NDMA Sachet Common Alerting Protocol (CAP v1.2) Engine,Public Warning Broadcast Gateway (DRY RUN),services/public_warning_service.py:50-130,CAP-XML Payload Generated (DRY_RUN=1),OASIS CAP v1.2 XML Document,2026-09-16T17:30:00Z,2026-09-16T17:30:00Z,data/alerts/dispatched_alerts.json,2026-09-16T17:30:00Z,0,SIMULATED_ON_DEMAND,SIMULATED,ZERO,Local SMS dispatch stub,NO,NO,NO,"services/public_warning_service.py checks ENABLE_PUBLIC_DISPATCH env var (default 0). In dry run, generates XML and returns success without network egress.",HIGH,Safety gate: live public transmission blocked by design.
2026-09-16T17:30:00Z,btn-3d-dem,/api/geospatial/terrain,app.py:get_terrain_elevation(),CartoDEM 30m Point Cloud Grid (ISRO Bhuvan),ISRO NRSC / CartoDEM,static/data/elevation_grids/nh10_grid.json,Array[50x50 Elevation Matrix],Meters Above Sea Level (m ASL),2023-01-01T00:00:00Z,2026-01-01T00:00:00Z,static/data/elevation_grids/nh10_grid.json,2026-09-16T17:30:00Z,Static,STATIC_FILE,STATIC_PREDEFINED,ZERO,Synthetic mountain mesh,NO,YES,YES,Served by app.py as JSON array consumed by Three.js interactive 3D hillslope visualizer.,HIGH,High-fidelity digital elevation model for slope visualization.
2026-09-16T17:30:00Z,btn-arm-siren,/api/authority/siren-access & /api/alerts/dispatch-siren,services/siren_controller.py:dispatch_siren(),Civil Defense Acoustic Siren Relay (Likhu Veer Station GW-01),Hardware Siren Emulator Controller,services/siren_controller.py:40-100,SIREN_ARMED_DRY_RUN (120dB Pattern Alpha),Acoustic Siren Relay Command,2026-09-16T17:30:00Z,2026-09-16T17:30:00Z,data/observations/siren_audit.db,2026-09-16T17:30:00Z,0,SIMULATED_ON_DEMAND,SIMULATED,ZERO,None,NO,NO,NO,services/siren_controller.py enforces SIREN_DRY_RUN=1. Logs command to audit table without pulsing physical GPIO relay.,HIGH,Hardware safety gate: dry run prevents accidental acoustic dispatch.
2026-09-16T17:30:00Z,teestaRiverLayer,/api/hydrology/teesta-status,app.py:get_teesta_status(),Central Water Commission (CWC) & South Lhonak Hydrodynamic Simulation,CWC Hydrometric Model Simulation,data/hydrology/teesta_gauge_oct2023.json,"218.4m Stage, 2480 cumecs Discharge",Water Level (m) & Discharge (m³/s),2023-10-04T06:00:00Z,2026-01-01T00:00:00Z,data/hydrology/teesta_gauge_oct2023.json,2026-09-16T17:30:00Z,Static Simulation,STATIC_FILE,SIMULATED,ZERO,Baseline low-flow stage (212.0m),YES,YES,YES,app.py returns calibrated hydrodynamic simulation of October 2023 Teesta GLOF event.,HIGH,Models hydraulic toe erosion and river stage along NH-10 alignment.
2026-09-16T17:30:00Z,cutsLayer,/api/terrain/anthropogenic-cuts,app.py:get_anthropogenic_cuts(),NH-10 Road Widening Cut Slope Field Survey (BRO/NHIDCL),Border Roads Organisation Engineering Survey,PostgreSQL anthropogenic_cuts table,14 Unreinforced Vertical Benches (Cut Angle 65°-82°),GeoJSON FeatureCollection,2024-06-15T00:00:00Z,2026-01-01T00:00:00Z,PostgreSQL table anthropogenic_cuts / fallback GeoJSON,2026-09-16T17:30:00Z,Archival,STATIC_FILE,HISTORICAL,ZERO,Empty GeoJSON FeatureCollection,YES,YES,YES,app.py queries anthropogenic_cuts table to render road cuts on GIS map.,HIGH,Documents engineered cuts that increase local slope instability.
2026-09-16T17:30:00Z,detoursLayer,/api/routing/evacuation-plan,backend/evacuation_routing.py:calculate_safe_route(),PostGIS 3.6 pgRouting Graph & IRC SP:84 Mountain Code,Tactical Evacuation Routing Agent,backend/evacuation_routing.py:80-210,"NH-717A Alternative Corridor (Cost: 142.6 min, Risk Penalty: +12.4)",GeoJSON LineString with Travel Time & Risk Penalty,2026-09-16T17:30:00Z,2026-09-16T17:30:00Z,Dynamically computed on demand,2026-09-16T17:30:00Z,0,DYNAMIC_CALCULATION,DERIVED,PARTIAL,Deterministic pre-computed route fallback,NO,NO,YES,backend/evacuation_routing.py runs Dijkstra routing weighting edges by live sector CRI hazard scores.,HIGH,Dynamic hazard-penalized mountain route computation.
2026-09-16T17:30:00Z,habitationsLayer,/api/humanitarian/isolation-matrix,app.py:get_isolation_matrix(),Census of India 2011 Village Amenities Directory & SSDMA,Census of India / Sikkim State Disaster Management Authority,data/gis/settlements_east_sikkim.geojson,"48 Settlements, Total Population 42,180",GeoJSON FeatureCollection,2011-03-01T00:00:00Z,2026-01-01T00:00:00Z,data/gis/settlements_east_sikkim.geojson,2026-09-16T17:30:00Z,Archival,STATIC_FILE,HISTORICAL,ZERO,Static settlement registry,YES,YES,YES,app.py loads data/gis/settlements_east_sikkim.geojson and pairs with road graph.,HIGH,Used to compute isolation risk for cut-off mountain habitations.
2026-09-16T17:30:00Z,reportsLayerGroup,/api/reports/clustered,backend/cv_crack_classifier.py:get_clustered_reports(),Citizen Crowdsource & BRO Patrol Geo-Tagged Photo Submissions,Multi-Source Triage Coordinator,data/observations/crowdsource_reports.db,"7 Clusters (14 Active Tension Cracks, Avg Aperture 12.4mm)",GeoJSON FeatureCollection,2026-09-16T16:45:00Z,2026-09-16T16:45:00Z,data/observations/crowdsource_reports.db,2026-09-16T17:30:00Z,2700,DYNAMIC_CALCULATION,LIVE_EXTERNAL,HIGH,Archival field inspection reports,YES,YES,YES,backend/cv_crack_classifier.py reads SQLite database of live photo submissions and runs spatial DBSCAN.,HIGH,Corroborating citizen and patrol ground observations.
2026-09-16T17:30:00Z,insarLayer,/api/insar/points & /api/pahad/insar-deformation,app.py:get_insar_points(),Copernicus Sentinel-1 SAR Multi-Temporal Interferometry,European Space Agency (ESA) Copernicus Hub,data/cache/insar/points_nh10.json,"1,420 Scatterer Points (-55mm to +12mm/yr)",GeoJSON FeatureCollection,2024-11-30T00:00:00Z,2025-01-15T00:00:00Z,data/cache/insar/points_nh10.json,2026-09-16T17:30:00Z,Archival,STATIC_FILE,HISTORICAL,ZERO,Interpolated regional displacement model,YES,YES,YES,app.py loads data/cache/insar/points_nh10.json and serves point scatterers directly to Leaflet.,HIGH,Identifies slow downhill creep zones along road alignment.
2026-09-16T17:30:00Z,scarsLayer,/api/satellite/detected-scars & /api/geospatial/historical-landslides,app.py:get_historical_scars(),Geological Survey of India (GSI) National Landslide Susceptibility Mapping (NLSM),Geological Survey of India (GSI),data/manifests/canonical_event_inventory.json,34 Scars (Historical Polygon Outlines),GeoJSON FeatureCollection,2023-12-31T00:00:00Z,2026-01-01T00:00:00Z,data/manifests/canonical_event_inventory.json,2026-09-16T17:30:00Z,Archival,STATIC_FILE,HISTORICAL,ZERO,None,YES,YES,YES,app.py reads data/manifests/canonical_event_inventory.json containing GSI landslide polygons.,HIGH,Ground truth historical landslide scar polygons.
2026-09-16T17:30:00Z,nerBoundsLayer,/static/data/ner_state_boundaries.geojson,Flask Static File Handler,Survey of India National Geospatial Vector Database,Survey of India,static/data/ner_state_boundaries.geojson,8 NER State Polygon Geometries,GeoJSON FeatureCollection,2022-01-01T00:00:00Z,2026-01-01T00:00:00Z,static/data/ner_state_boundaries.geojson,2026-09-16T17:30:00Z,Static,STATIC_FILE,STATIC_PREDEFINED,ZERO,None,NO,NO,YES,Client-side Leaflet loads GeoJSON directly from /static/data/ner_state_boundaries.geojson.,HIGH,Regional map boundaries for the 8 North-Eastern Region states.
2026-09-16T17:30:00Z,sectorMarkers,/api/pahad/critical-sectors & /api/ml/latest-risk,engine/pahad_sectors.py:get_registered_sectors(),Strategic Highway Corridor Registry,PAHAD Sector Registry,engine/pahad_sectors.py:25-95,20 Strategic Corridor Checkpoints,Array of Sector Dictionaries,2026-09-16T17:30:00Z,2026-09-16T17:30:00Z,engine/pahad_sectors.py & static_terrain DB table,2026-09-16T17:30:00Z,0,DYNAMIC_CALCULATION,DERIVED,PARTIAL,Static fallback sector list,NO,YES,YES,backend/realtime_routes.py reads CriticalSectorRegistry and merges with latest CRI risk levels.,HIGH,Dynamic sector pins rendered on the Leaflet hazard map.
2026-09-16T17:30:00Z,hp-edge-nodes,/api/edge/nodes & /api/edge/status,services/device_gateway.py:get_edge_status(),Sub-GHz LoRa Mesh Hardware Rig (ESP32 / SX1262),Edge Gateway Rig Simulator,services/device_gateway.py:40-110,"3 Gateways, 8 Sensor Nodes Active (RSSI -88dBm, SNR 9.2dB)",Telemetry Packet Dictionary,2026-09-16T17:30:00Z,2026-09-16T17:30:00Z,In-memory gateway telemetry state,2026-09-16T17:30:00Z,0,SIMULATED_ON_DEMAND,SIMULATED,ZERO,Static hardware status fallback,NO,NO,YES,services/device_gateway.py generates telemetry conforming to LoRaWAN packet specs; bench tested in lab.,HIGH,Simulates edge node connectivity and packet reception.
2026-09-16T17:30:00Z,hp-edge-siren,/api/edge/siren/status & /api/edge/status,services/siren_controller.py:get_siren_status(),Civil Defense Acoustic Siren Controller (GW-01 Likhu Veer),Acoustic Siren Controller,services/siren_controller.py:115-150,"STANDBY_ARMED (Battery: 13.8V, Solar: 22.4W)",Hardware Status Dictionary,2026-09-16T17:30:00Z,2026-09-16T17:30:00Z,services/siren_controller.py in-memory state,2026-09-16T17:30:00Z,0,SIMULATED_ON_DEMAND,SIMULATED,ZERO,Static standby status,NO,NO,NO,services/siren_controller.py reports health telemetry and dry-run flag.,HIGH,Health monitoring of warning siren masts.
2026-09-16T17:30:00Z,regional-hazard-sparkline,/api/pahad/realtime-cri & /api/pahad/regional-overview,services/realtime_cri_service.py:RealtimeCRIService.get_latest_dataset(),Periodic Live Open-Meteo Ingestion & Multimodal CRI Evaluation,PAHAD Real-Time Evaluation Service,data/realtime/realtime_cri_dataset.csv,"20 Regional Corridor Rows (CRI Mean: 48.2, Max: 73.16)",CSV / JSON Dataset,2026-09-16T17:15:00Z,2026-09-16T17:15:00Z,data/realtime/realtime_cri_dataset.csv & data/realtime/realtime_cri_dataset.json,2026-09-16T17:30:00Z,900,REALTIME_CACHED,CACHED_LIVE,PARTIAL,data/realtime/realtime_cri_dataset.backup.csv,YES,YES,YES,"services/realtime_cri_service.py runs background ingestion, calls Open-Meteo for all 20 sectors, writes to realtime_cri_dataset.csv with SHA-256 hash.",HIGH,True live-weather-driven dataset cached periodically to disk.
2026-09-16T17:30:00Z,highest-risk-sector-banner,/api/pahad/highest-risk-corridor,backend/realtime_routes.py:pahad_highest_risk_corridor(),Realtime Regional CRI Evaluation Sorting,PAHAD Regional Risk Ranking Algorithm,backend/realtime_routes.py:120-165,"Gangtok-Nathula Highway (CRI: 73.16, Level: HIGH)",JSON Object,2026-09-16T17:15:00Z,2026-09-16T17:15:00Z,Computed from realtime_cri_dataset.csv,2026-09-16T17:30:00Z,900,DYNAMIC_CALCULATION,DERIVED,PARTIAL,Static highest risk sector fallback,NO,YES,NO,backend/realtime_routes.py parses realtime_cri_dataset.csv and extracts sector with maximum CRI score.,HIGH,Top alert banner drawing attention to the most dangerous corridor.
2026-09-16T17:30:00Z,seismic-feed-drawer,/api/seismic/latest & /api/seismic/recent,services/seismic_service.py:SeismicService.get_latest_earthquakes(),USGS Earthquake Hazards Program GeoJSON Feed,USGS GeoJSON API (NCS Fallback Mode),https://earthquake.usgs.gov/fdsnws/event/1/query,M 3.8 - 42km E of Gangtok (Depth: 10km),Earthquake Event Record,2026-09-16T16:12:00Z,2026-09-16T17:15:00Z,Disk Cache: data/cache/seismic/latest_events.json,2026-09-16T17:30:00Z,900,REALTIME_CACHED,LIVE_EXTERNAL,HIGH,Archival Sikkim earthquakes catalog,YES,YES,YES,services/seismic_service.py fetches live earthquakes within 300km radius of Sikkim from USGS API and caches for 15 minutes.,HIGH,"Live external seismic feed. National Center for Seismology (NCS) is unconfigured, so USGS is active live provider."
2026-09-16T17:30:00Z,sitrep-modal-content,/api/ai/sitrep,services/omniroute_bridge.py:generate_sitrep(),OmniRoute Local AI Gateway (LLM) / Deterministic Geotechnical Fallback,OmniRoute Local AI (http://localhost:20128/v1) & Rule Fallback,services/omniroute_bridge.py:45-140,SITREP: Monsoonal depression active over Sikkim; NH-10 Km 48 exhibiting accelerated creep and high pore pressures.,Markdown Situation Report,2026-09-16T17:30:00Z,2026-09-16T17:30:00Z,Computed dynamically at request evaluation,2026-09-16T17:30:00Z,0,DYNAMIC_CALCULATION,DERIVED,PARTIAL,Deterministic geotechnical rule-based SITREP generator,NO,NO,NO,"services/omniroute_bridge.py queries local LLM on port 20128; if offline, executes deterministic geotechnical template fallback.",HIGH,Tactical natural language situation briefing.
2026-09-16T17:30:00Z,pahad-assistant-chat,/api/pahad/assistant/chat,services/voice_assistant_service.py:chat(),PAHAD Voice Assistant Service (DMA 2005 Safety Guarded),PAHAD Conversational Assistant,services/voice_assistant_service.py:50-130,Sector NH-10 Km 48 is currently under Level RED advisory due to heavy rain and FoS=0.745.,JSON Chat Response,2026-09-16T17:30:00Z,2026-09-16T17:30:00Z,Computed dynamically at request evaluation,2026-09-16T17:30:00Z,0,DYNAMIC_CALCULATION,DERIVED,PARTIAL,Deterministic FAQ responder,NO,NO,YES,services/voice_assistant_service.py injects live system telemetry into prompt and generates grounded responses.,HIGH,Conversational assistant grounded in live platform state.
2026-09-16T17:30:00Z,modal-cap-preview,/api/alerts/broadcast-trigger,services/public_warning_service.py:generate_cap_xml(),NDMA Sachet Common Alerting Protocol (CAP v1.2 XML with ne-IN Gap-Fill),NDMA Sachet CAP Generator,services/public_warning_service.py:140-195,<?xml version='1.0' encoding='UTF-8'?><alert xmlns='urn:oasis:names:tc:emergency:cap:1.2'>...,XML Document,2026-09-16T17:30:00Z,2026-09-16T17:30:00Z,services/public_warning_service.py memory buffer,2026-09-16T17:30:00Z,0,SIMULATED_ON_DEMAND,SIMULATED,ZERO,Static CAP template,NO,NO,NO,services/public_warning_service.py formats CAP v1.2 standard XML with Nepali (ne-IN) and Lepcha translations in DRY_RUN mode.,HIGH,Pre-broadcast preview for incident commander review.
2026-09-16T17:30:00Z,form-citizen-report,/api/reports/submit,app.py:submit_report(),Citizen Mobile / Web Form + Automated Computer Vision Classifier,Citizen Crowdsource Gateway,app.py:1650-1740,"Report ID: CR-20260916-09 (Aperture: 14.2mm, Tension Crack Conf: 0.91)",JSON Submission Receipt,2026-09-16T17:28:00Z,2026-09-16T17:28:00Z,data/observations/crowdsource_reports.db,2026-09-16T17:30:00Z,120,DYNAMIC_CALCULATION,LIVE_EXTERNAL,HIGH,None,YES,YES,YES,"app.py handles HTTP POST multipart form, writes uploaded photos to uploads/ and inserts metadata into SQLite.",HIGH,Real-time field crowd-sourcing portal.
2026-09-16T17:30:00Z,modal-data-truth-matrix,/,templates/index.html (Embedded Structure),PARVAT NETRA Data Truth & Provenance Protocol,PARVAT NETRA Engineering Team,templates/index.html:1420-1550,Embedded Data Truth Audit Matrix Table,HTML DOM,2026-09-16T00:00:00Z,2026-09-16T00:00:00Z,templates/index.html,2026-09-16T17:30:00Z,Static,STATIC_FILE,STATIC_PREDEFINED,ZERO,None,NO,NO,NO,Hardcoded in HTML template to disclose data provenance to evaluators.,HIGH,Evaluator-facing disclosure of data classifications.
2026-09-16T17:30:00Z,modal-scientific-expl,/,templates/index.html (Embedded Structure),Geotechnical Physics & Extreme Value Engineering Equations,PARVAT NETRA Geotechnical Engineering Group,templates/index.html:1560-1680,Mohr-Coulomb & van Genuchten Equations (LaTeX / HTML),HTML DOM,2026-09-16T00:00:00Z,2026-09-16T00:00:00Z,templates/index.html,2026-09-16T17:30:00Z,Static,STATIC_FILE,STATIC_PREDEFINED,ZERO,None,NO,NO,NO,Hardcoded in HTML template displaying geotechnical equations.,HIGH,Educational and scientific verification modal.
